Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Port_modem,Tablet,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Tenure,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Area_Suburban,Area_Urban,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Male,Gender_Nonbinary,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_None,PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check
0,58,28333.29,0,9.315925,14,2,0,1,0,0,1,0,0,1,1,0,0,1,1,59.16197,5155.773559,5,5,3,4,4,5,4,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,41,74153.66,0,13.66281,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38.02352,3171.439732,3,3,3,4,3,4,3,4,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
3,46,13801.14,0,10.51378,13,2,0,0,1,1,1,0,1,1,1,1,0,0,1,53.79471,5181.030493,3,5,4,4,3,5,6,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
1,57,16649.73,0,6.824724,11,2,0,0,0,1,1,0,1,0,0,1,0,0,0,58.32931,4862.320826,3,3,4,3,4,3,1,4,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0,84,14547.9,0,13.31528474,11,0,1,0,1,0,1,1,0,0,0,0,0,0,1,2.39088492,565.4577938,4,4,4,3,4,4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,76,37334.04,0,9.226263,7,0,0,0,1,0,1,0,0,1,0,1,0,1,0,70.71182,5993.09022,5,5,5,4,3,4,4,5,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1,21,31033.83,0,11.07606,3,3,0,0,1,0,1,1,0,1,0,0,0,0,1,57.29968,5064.686588,4,3,3,4,3,3,3,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
6,75,41305.22,0,11.06785,17,2,0,0,0,0,1,1,0,1,0,0,0,1,1,48.77002,4420.056022,4,4,4,5,2,3,3,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
4,36,5951.1,0,5.72361,9,3,0,0,1,1,1,1,1,1,0,1,0,1,0,59.54373,5444.825706,5,3,3,2,5,3,2,3,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
4,40,6791.21,0,9.786347,8,0,1,0,0,0,1,0,1,1,1,0,1,0,1,65.60019,6023.851747,4,4,5,4,3,4,3,3,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0
6,66,101607.9,0,10.98685,16,2,0,1,0,0,1,0,0,0,0,0,0,1,1,71.91816,6180.330948,6,4,4,3,2,5,5,5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1,69,27714.04,0,5.960651,10,0,0,1,0,0,1,0,1,0,1,0,1,0,1,66.39293,6173.823033,2,2,2,3,5,3,4,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
4,60,3850.53,0,8.608975,11,1,0,0,0,0,1,1,0,1,1,0,0,0,0,6.452058,1361.469601,2,2,3,3,4,3,3,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
1,67,8055.22,0,6.388698,10,1,0,0,0,0,1,1,1,0,0,1,1,0,1,58.85612,5140.463847,3,3,2,3,4,3,3,3,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
2,69,19287.42,0,12.51549843,14,1,0,0,0,0,1,0,0,0,1,0,0,0,0,9.485268741,1352.986244,1,1,1,4,2,2,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
4,43,92696.47,0,6.630274,9,1,1,0,0,0,1,1,0,1,0,0,0,0,1,71.77038,6188.322388,5,4,3,3,5,4,3,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1,68,29434.53,0,7.330071,16,1,0,0,0,0,1,0,0,0,0,1,1,0,0,69.25731,5842.282612,4,4,4,4,3,3,3,3,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2,66,25100.17,1,8.07133879,7,1,1,0,0,1,1,0,1,0,1,0,1,1,1,29.8284414,3113.451696,3,2,5,3,5,2,2,4,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0
2,48,33547.8,0,14.1344,15,2,0,0,0,0,1,0,1,0,1,1,1,0,0,70.69523,6677.35743,2,2,3,5,2,4,4,3,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
2,22,46991.33,0,11.70459,14,0,0,0,1,0,1,0,0,0,0,0,0,1,1,28.31146,2710.699322,4,5,3,4,4,4,3,5,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0
2,80,13665.54,0,8.483226,11,1,1,0,0,1,1,0,0,1,0,0,0,1,0,67.26893,6220.114553,4,4,2,4,4,4,5,3,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0,36,106700.6,0,8.844759,12,2,1,0,1,0,1,0,0,0,0,0,0,0,1,69.7635,5757.753614,3,4,3,3,6,4,3,4,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
0,57,8085.85,0,8.415407057,11,3,1,0,0,0,1,0,1,0,0,0,0,0,1,3.147892285,305.7666287,4,4,4,4,4,2,5,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
0,75,33869.92,1,12.20023,9,1,0,0,0,1,1,1,0,0,0,0,1,0,1,2.437932,381.1393824,5,4,4,3,4,5,4,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,60,12534.97,0,9.515782,8,1,0,0,0,0,0,0,1,1,1,1,0,1,1,67.00167,5932.680423,4,4,3,4,4,4,4,3,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0
3,69,15364.14,0,13.89208,13,0,0,0,1,1,0,0,0,1,0,0,0,1,1,61.25573,5794.255165,5,4,5,4,2,4,5,3,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3,88,16658.68,0,8.525073,12,2,1,0,1,1,1,1,0,0,0,1,0,0,0,46.94705,3968.64853,4,4,4,4,3,4,3,3,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
1,28,32809.47,0,11.15044,10,3,1,0,1,1,1,1,1,0,1,0,0,1,1,52.13448,5258.0441,2,3,3,2,5,2,3,3,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1,47,46701.02,0,6.071604,21,1,0,0,1,0,1,1,1,0,0,0,1,1,1,43.2487,4231.393427,3,3,3,4,5,3,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7,24,6695.49,0,10.96135,7,1,0,0,0,0,1,1,0,0,0,1,0,0,1,60.74742,5350.10612,4,4,5,4,3,2,4,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
3,41,33458.05,1,10.38784781,8,1,2,0,0,0,1,0,1,0,0,1,0,1,1,1.019306038,522.4564791,4,5,5,5,3,5,4,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
1,59,35226.26,0,9.577623408,18,0,0,0,0,1,1,1,0,0,1,1,0,1,0,12.57273206,1348.141984,3,3,2,4,3,2,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,39,26838.3,1,9.556655457,15,3,0,0,1,0,1,0,0,0,0,1,1,1,1,9.630236452,1329.382263,6,5,3,4,4,2,4,4,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0
3,22,82749.1,0,15.50911,11,0,0,0,0,0,1,1,0,0,1,0,1,0,0,68.18047,6166.262519,4,4,4,2,4,3,4,4,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
1,77,9954.05,1,11.17271,9,2,0,0,0,0,1,0,0,1,1,0,0,1,1,12.48694,1795.593522,3,3,4,3,2,3,3,4,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
5,43,32669.61,0,4.866722,13,3,0,0,1,0,1,0,0,1,0,0,0,0,1,68.63236,6385.814454,6,4,4,4,3,7,5,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
8,42,14578.27,0,13.07965,13,1,0,0,1,0,1,0,0,1,0,1,1,1,1,47.24188,4694.576597,3,3,3,2,3,3,3,4,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1,60,37703.83,1,4.946414499,12,1,0,0,1,1,1,0,0,1,1,1,1,0,1,17.18829795,1828.279015,4,5,5,1,4,3,3,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2,27,19293.1,0,13.1963,14,0,0,0,0,0,1,1,1,1,0,1,1,1,1,70.98518,6651.677415,3,3,2,5,3,5,3,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
1,66,18893.5,0,8.367217945,16,1,0,0,1,0,1,1,1,0,1,0,1,0,1,19.28424826,1982.131752,4,3,3,2,4,3,3,6,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
3,29,20761.5,1,6.827248,9,1,0,0,0,1,1,0,0,1,0,0,0,1,1,6.645392,1037.253154,4,3,4,3,4,2,3,4,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0
3,57,60251.75,1,13.65070244,11,2,0,0,0,1,1,0,1,0,0,0,1,1,1,1.550579619,771.5712211,2,2,3,4,4,3,4,4,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0,23,6820.51,0,10.93998,10,2,1,0,1,0,1,1,0,0,0,0,1,0,1,64.48112,6048.807482,4,3,4,4,3,4,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,57,114390.3,0,9.85717,18,1,0,0,1,0,1,1,1,1,1,0,1,1,0,9.564915,1984.206498,2,2,3,5,2,5,3,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
0,28,34629.11,0,12.56263,10,0,0,0,0,0,1,0,0,1,1,0,0,0,1,50.84495,4495.259979,4,4,4,3,3,4,4,4,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
5,87,20009.09,0,11.0701,12,1,1,0,1,0,1,1,1,0,1,0,0,0,0,63.70026,5562.243986,3,2,2,2,5,3,4,4,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
0,54,101534.0,1,6.548344,14,1,1,0,1,0,1,0,0,1,0,0,1,1,1,16.87028,2329.543371,4,4,4,3,4,4,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,43,35261.47,0,9.83124,15,1,0,0,1,1,1,0,0,1,0,1,0,0,1,8.386909,834.8359967,5,5,4,3,4,5,3,4,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
4,29,13656.87,0,6.471399,13,1,0,0,0,0,1,1,0,0,1,0,0,1,0,15.23335,1752.536989,4,5,5,2,4,5,4,4,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
3,68,28371.99,0,9.628199,10,1,0,0,0,1,1,0,1,0,0,0,1,0,0,64.52906,5587.309027,4,3,4,5,3,4,4,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1,73,48830.79,0,7.277887,13,2,0,0,0,0,1,1,0,1,0,0,0,0,0,69.348,5799.124998,5,5,4,6,2,4,6,4,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,36,42046.1,0,11.39904,11,2,0,0,0,0,1,0,0,0,1,1,1,0,1,2.866331,608.6804201,5,5,5,3,4,4,5,4,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1
3,52,60011.51,0,13.59404,9,1,0,0,1,0,1,1,0,0,0,0,0,1,1,67.25716,5820.087969,1,3,2,2,4,1,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
2,44,32662.01,0,10.91202,13,3,0,0,0,1,0,1,0,0,1,0,0,0,0,48.65096,4220.274809,3,3,3,4,4,4,3,4,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
4,73,32631.96,0,9.687778,16,0,0,0,0,0,1,0,1,1,0,1,0,1,1,61.84801,5526.487954,2,4,5,2,4,3,3,4,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
2,30,52798.88,0,8.51921,7,2,1,0,1,1,1,0,1,1,1,1,1,1,0,67.15579,6388.31821,3,3,3,3,5,2,1,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
1,70,40030.35,0,12.43485,11,1,1,1,0,0,1,1,1,0,0,1,1,0,0,65.18605,6109.837555,4,3,4,3,3,3,3,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,21,72202.98,0,5.921325,12,1,0,0,0,1,1,0,0,0,0,1,1,0,0,45.8143,4122.56284,3,2,4,3,4,4,2,3,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
2,63,15263.96,0,11.16648,9,2,0,0,0,0,1,1,1,0,0,0,0,0,1,71.74549,6122.640412,3,2,5,4,4,3,3,4,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
2,61,12456.09,0,10.35181,13,0,1,1,0,0,1,1,0,1,0,0,1,1,1,71.36043,6538.478003,4,4,4,3,3,4,6,4,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0
4,18,51899.15,0,5.072082,9,0,0,0,0,0,1,0,0,0,0,1,0,0,1,58.05485,4984.849588,1,1,2,2,5,2,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2,63,28857.38,0,3.94786,9,1,0,0,1,0,1,0,0,1,0,1,0,0,1,39.42138,3838.72543,4,2,5,5,1,4,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,74,164529.0,1,13.85993,15,2,0,0,1,0,1,0,1,1,1,0,1,1,0,62.99453,5837.201318,4,4,3,3,4,5,4,5,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0
1,25,32555.42,0,12.89791,9,0,0,0,1,0,1,1,1,0,0,1,0,1,0,12.9557,1894.547126,2,3,3,4,3,4,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,41,18012.16,0,6.779737,10,1,1,0,0,0,1,0,0,1,1,0,1,0,0,71.66334,6319.032596,2,1,2,3,4,3,2,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
0,68,21216.13,0,11.75049,16,1,0,0,0,0,1,1,1,0,1,1,1,1,1,61.78729,6106.678679,2,3,3,3,4,4,2,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3,88,3867.46,1,6.429379,10,2,1,0,0,0,1,0,0,1,1,1,1,1,1,38.7682,4194.161012,3,2,3,3,2,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,20,48067.5,0,11.11844,12,3,0,0,1,0,1,1,0,0,1,0,1,0,1,55.2092,5017.628209,1,2,2,4,3,4,3,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
3,39,44616.27,0,12.58745,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,55.85956,4701.013371,4,3,4,3,4,3,3,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
4,83,43598.48,0,11.57569,17,0,2,0,1,0,1,0,0,0,1,1,1,0,1,3.020801,590.380115,4,4,5,3,4,2,3,5,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,48,27065.58,0,9.166549,8,1,0,0,0,0,1,0,0,0,0,0,1,1,0,48.61807,4443.076355,3,4,3,3,4,3,4,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,63,54739.98,0,11.59205,14,2,0,0,1,1,1,1,1,0,1,0,0,0,1,58.9945,5514.922539,3,3,4,3,5,1,2,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
3,34,46502.45,1,8.786155,11,2,0,0,0,0,0,0,0,1,1,0,1,1,1,69.70038,6534.959838,2,3,4,3,1,5,6,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2,69,42780.53,1,10.17393,15,1,1,1,1,0,1,1,1,0,0,1,0,1,1,17.38432,2140.11456,2,2,2,2,5,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,44,23083.74,0,11.56648,9,2,0,0,1,0,1,1,0,1,0,0,0,1,1,63.90452,6165.207912,4,3,4,2,3,4,4,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
1,67,31959.4,0,11.8759,15,2,1,1,1,0,1,1,0,0,0,0,0,1,0,63.03296,5449.331954,2,3,3,5,2,4,4,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
2,51,17715.03,0,7.333757,12,3,1,0,0,1,1,1,0,0,0,0,1,1,0,52.9098,4918.416016,3,2,3,4,3,2,6,4,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
2,22,159113.5,1,8.807502,9,1,0,0,1,0,1,1,0,1,1,0,1,0,1,7.557333,1262.139061,2,3,3,4,3,2,2,3,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0
0,77,30154.63,0,8.981113,7,0,1,0,0,0,1,0,0,1,0,0,0,1,1,46.66704,4480.306619,3,2,3,5,4,3,3,3,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
4,85,3640.46,0,5.837482,11,1,0,0,1,1,1,0,0,0,0,1,0,0,0,11.93639,1399.828665,3,3,4,2,3,3,3,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2,44,29538.29,1,11.87094,5,1,1,0,1,0,1,0,1,1,1,0,1,1,1,10.18298,2083.35956,4,4,3,5,3,4,3,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
1,24,10927.09,0,5.073443,12,1,0,0,0,0,1,1,0,1,1,1,0,0,1,58.20259,5218.302234,3,3,2,5,3,4,4,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
1,29,33341.83,0,7.397684,18,1,0,0,1,1,1,1,0,1,0,0,0,1,0,43.1183,4367.354584,3,4,4,1,6,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,23,116086.2,0,11.98003,16,1,0,1,0,1,1,0,0,1,0,1,1,0,0,2.477945,612.0541917,3,3,3,3,3,4,3,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,69,48219.15,1,7.933312,17,0,0,0,0,0,1,1,0,1,0,1,0,1,0,6.186874,1183.666028,5,5,4,4,2,5,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,42,20733.74,1,7.83125489,17,0,0,0,1,0,1,1,0,0,0,0,1,0,1,6.735271694,1254.943448,3,3,3,3,3,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
4,76,42496.34,0,8.34686,14,0,0,0,0,1,1,0,0,0,1,0,1,0,1,5.318865,1163.746203,2,3,3,4,3,2,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
1,63,6025.06,0,12.99584,10,3,0,0,1,0,1,1,1,1,0,1,0,1,0,53.60305,4863.296508,2,3,2,4,3,2,3,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
8,66,21909.54,0,13.23763,9,2,1,0,1,0,1,0,0,0,0,0,0,0,1,9.548023,1054.031935,3,1,3,4,3,4,3,5,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
1,29,12854.97,0,2.542536,14,1,0,0,0,0,1,0,0,1,0,0,0,0,0,7.751707,906.6526156,3,4,4,2,5,2,3,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
1,43,65548.03,0,10.05475,15,2,0,0,0,0,0,0,0,0,0,1,1,0,0,65.13371,5999.863942,3,5,5,5,4,4,4,5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
3,58,142086.1,0,10.47288,9,1,0,0,1,1,1,1,0,1,0,1,0,0,0,22.97518,2196.794349,4,4,3,2,5,4,3,3,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
1,40,15503.73,1,15.33231,15,0,3,0,1,1,1,1,0,0,0,1,0,1,0,40.7843,4050.379301,3,3,3,4,2,4,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
0,21,26162.53,0,12.50068,15,0,0,0,1,0,1,0,0,0,1,1,1,0,0,48.07729,4315.294634,4,3,4,3,5,3,4,4,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
0,52,19533.16,0,11.2113,17,0,1,0,1,0,1,0,1,0,1,0,1,1,0,67.58811,6144.675099,1,3,3,3,5,2,3,4,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0
1,75,68091.97,1,9.366618,9,0,0,1,0,0,1,1,0,1,0,1,1,1,1,11.69119,1943.387485,4,3,3,3,3,3,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,54,16577.49,1,11.40334,14,1,0,0,1,0,1,1,1,1,1,0,1,0,0,14.24378,2255.363032,4,4,3,3,5,4,3,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,51,25808.98,0,9.597592484,8,3,0,0,1,0,1,1,0,0,0,0,1,0,1,5.824620949,1228.657511,4,3,3,3,4,3,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,37,22641.64,1,8.90737,11,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1.13143,730.8534585,4,4,4,3,4,4,3,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4,37,24903.99,1,6.860771245,5,0,0,0,1,0,1,1,0,1,0,0,0,0,1,11.85998919,1299.066214,4,4,5,3,5,3,3,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,65,47738.37,1,11.284594,11,1,0,1,1,1,1,1,0,1,1,0,0,1,0,5.991017375,961.1315871,3,4,3,4,3,3,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
0,83,40074.19,1,8.147416533,16,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1.670971726,271.4934362,4,4,4,3,4,4,4,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
4,65,9019.07,0,6.336993,11,1,0,0,1,1,1,0,0,0,1,1,1,1,1,70.62749,6863.899773,2,3,2,5,1,4,3,4,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
7,47,33241.87,0,6.093676,14,0,0,0,0,0,1,1,0,0,0,1,1,1,0,66.03306,6578.562564,3,3,3,4,5,2,4,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4,65,39999.89,1,10.86174,10,0,1,0,0,0,1,1,0,0,0,1,0,1,1,4.075856,721.7486176,4,4,5,2,5,4,4,4,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
3,66,45427.24,0,9.862233728,13,1,1,0,1,0,1,0,0,1,0,0,0,0,0,2.968358466,868.469474,4,4,5,5,3,4,4,5,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
1,74,18185.88,0,12.57260598,16,3,0,0,0,0,1,0,1,1,1,0,1,0,1,7.925553778,1460.729298,3,4,4,3,4,5,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,32,5440.68,0,6.09105,14,1,0,1,0,1,1,1,1,1,1,1,0,0,0,44.94292,4594.301628,5,4,4,4,4,5,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4,25,105969.1,1,17.26615,9,1,1,1,0,1,1,1,0,1,0,1,0,0,0,4.082591,787.75587,3,3,4,3,3,3,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
0,77,89957.16,0,10.32418,12,0,0,0,0,1,1,1,0,0,0,0,1,0,1,6.6307,765.1823242,4,3,3,5,4,4,5,3,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
1,40,26064.31,1,7.160613,12,2,0,0,0,1,1,1,0,1,0,1,1,1,1,9.23286,1903.763394,4,5,6,3,3,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,72,54152.37,0,13.26554,13,1,0,0,1,1,1,0,0,0,0,1,0,1,0,50.09011,4779.865673,3,3,3,2,4,2,2,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
2,78,18521.02,0,11.91227,11,1,0,0,0,0,1,0,0,1,1,0,1,0,1,5.9717,1290.155524,3,3,4,2,4,3,2,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
0,67,34412.53,0,12.45079876,12,1,0,0,0,1,0,1,0,0,1,1,0,0,1,17.4880629,2029.97992,4,4,5,4,4,4,6,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
3,44,31722.2,0,11.29355,13,1,1,0,1,0,0,0,0,0,0,0,0,0,1,70.11539,6348.492212,5,5,4,3,3,6,5,4,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6,42,9039.85,1,11.08932,12,0,0,0,1,0,1,1,0,0,1,1,1,1,1,58.94486,6115.579407,5,5,4,4,3,5,5,6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,87,44669.47,0,3.521663,8,2,0,0,1,1,1,0,1,1,0,0,0,1,0,58.64675,5627.453779,3,4,2,2,3,3,4,3,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
1,23,38682.52,0,11.59313,4,1,0,0,1,0,1,1,1,1,0,1,1,0,1,61.20259,6031.527231,2,2,3,4,4,2,2,3,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1,24,55663.41,1,9.871425,10,1,0,0,1,0,1,0,0,0,0,1,1,1,0,20.22191,2643.645671,4,4,4,4,4,4,4,4,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,29,40165.02,0,10.35392,10,0,0,1,1,0,1,0,0,1,1,1,1,0,1,45.58687,4178.995617,3,4,4,3,4,3,3,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
10,82,29853.08,0,10.71615894,16,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1.796688583,600.0687482,4,4,5,3,3,2,4,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
1,48,18198.59,1,9.42799205,17,3,0,0,1,1,1,1,0,0,1,0,1,1,1,1.474810061,815.194738,4,3,4,3,3,3,3,5,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0,24,25182.77,0,11.93348,16,0,0,0,1,0,1,0,0,1,0,1,0,0,1,2.313262,864.4642177,4,4,4,3,4,3,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,40,23375.97,0,12.34344,14,1,0,0,1,0,1,0,0,0,0,1,1,0,1,71.09348,6545.083981,3,4,3,6,3,5,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,33,26254.4,0,11.32274,8,2,0,0,0,0,1,1,1,0,1,0,0,0,1,67.75508,6310.388284,4,5,5,3,4,3,3,4,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2,79,75957.34,0,4.753616,18,0,0,0,1,0,0,1,0,0,0,1,0,1,1,38.6818,3367.528814,2,4,3,2,4,3,3,3,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0
1,32,27492.15,0,10.04509,12,2,1,0,1,0,1,0,0,0,1,0,0,1,1,15.15905,1654.594685,4,4,4,2,5,3,3,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0
7,47,20095.5,0,10.42690816,17,2,0,0,1,0,0,0,0,0,0,0,0,1,0,18.42609229,1890.385398,3,3,2,4,2,4,4,3,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,28,4348.83,0,12.74259,16,1,0,1,0,0,1,1,1,0,0,1,1,1,1,47.50976,4677.936927,3,4,4,2,4,4,3,2,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
1,32,91022.36,0,15.16412,8,0,0,0,0,1,1,0,0,1,1,1,0,0,0,10.91353,1163.07255,3,3,3,4,3,3,4,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,25,33781.57,0,8.008878,16,1,0,0,1,0,1,0,0,1,1,0,1,0,0,60.45443,5453.05668,5,5,5,4,3,3,5,4,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
3,48,31777.28,0,5.042263,13,0,0,0,1,1,1,1,0,1,1,0,0,1,1,16.31066,2255.21511,3,5,3,3,5,3,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
